City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
481,Sa Kaeo,TH,13.81,102.07,75.13,94,100,2.82,overcast clouds
482,Blagoyevo,RU,63.37,47.92,58.6,94,100,4.97,overcast clouds
483,Zaragoza,ES,41.66,-0.88,71.6,56,71,20.8,broken clouds
484,Khasan,RU,42.43,130.64,67.71,96,100,1.52,overcast clouds
485,Las Cruces,US,32.31,-106.78,99.0,13,1,9.17,clear sky
486,Bairiki,KI,1.33,172.98,84.2,74,40,8.05,scattered clouds
487,Comodoro Rivadavia,AR,-45.87,-67.5,50.0,71,83,4.7,broken clouds
488,Banjar,ID,-8.19,114.97,77.0,100,20,5.82,few clouds
489,Yumen,CN,40.28,97.2,64.96,28,26,5.23,scattered clouds
490,Lata,PT,40.16,-8.33,66.99,90,0,1.25,clear sky
491,Sao Lourenco Do Sul,BR,-31.37,-51.98,66.2,63,0,23.04,clear sky
492,Muriwai Beach,NZ,-36.82,174.45,55.99,90,96,3.0,light rain
493,Dehloran,IR,32.69,47.27,87.39,20,0,7.63,clear sky
494,Chkalovskoye,RU,44.84,133.04,66.76,92,100,4.23,overcast clouds
495,Phalodi,IN,27.13,72.37,88.5,60,1,6.58,clear sky
496,Acajutla,SV,13.59,-89.83,80.6,83,100,5.82,light rain
497,Priargunsk,RU,50.37,119.1,56.26,95,100,1.54,overcast clouds
498,Teloloapan,MX,18.35,-99.85,87.01,54,100,3.0,light rain
499,San Quintin,MX,30.48,-115.95,80.44,56,0,13.06,clear sky
500,Luena,AO,-11.78,19.92,63.28,37,54,5.53,broken clouds
501,Yuli,NG,9.7,10.27,71.51,91,100,2.08,overcast clouds
502,Itarema,BR,-2.92,-39.92,78.15,75,19,17.67,few clouds
503,Ardabil,IR,38.25,48.29,50.0,100,75,18.34,fog
504,Sept-Iles,CA,50.2,-66.38,61.0,72,40,6.93,scattered clouds
505,Villa Union,MX,23.2,-106.23,89.6,75,40,5.82,scattered clouds
506,Demyanovo,RU,60.35,47.08,58.96,93,97,4.32,light rain
507,Taoudenni,ML,22.68,-3.98,105.06,7,0,12.44,clear sky
508,Teberda,RU,43.45,41.74,44.74,67,15,2.53,few clouds
509,Sidi Ali,DZ,36.1,0.42,71.53,84,0,4.29,clear sky
510,Villa Bruzual,VE,9.33,-69.12,80.13,91,27,2.71,light rain
511,Fort Nelson,CA,58.81,-122.7,59.0,82,90,3.36,overcast clouds
512,Aquiraz,BR,-3.9,-38.39,78.8,78,40,10.29,scattered clouds
513,Sauk Rapids,US,45.59,-94.17,90.0,45,1,3.74,clear sky
514,Payo,ID,-3.75,103.64,71.35,92,99,1.99,overcast clouds
515,Kutum,SD,14.2,24.67,69.71,90,98,15.28,moderate rain
516,Tecoanapa,MX,16.52,-98.75,85.1,70,8,8.99,light rain
517,Walvis Bay,NA,-22.96,14.51,54.0,93,0,5.82,clear sky
518,Pandamatenga,BW,-18.53,25.63,58.23,52,1,5.1,clear sky
519,Kirksville,US,40.19,-92.58,93.99,46,20,3.36,few clouds
520,Poronaysk,RU,49.22,143.12,57.7,94,100,6.78,light rain
521,Williston,US,48.15,-103.62,84.0,26,50,1.99,scattered clouds
522,Pinczow,PL,50.52,20.53,63.0,89,95,3.56,overcast clouds
523,Hede,CN,33.77,120.25,74.61,91,0,8.01,clear sky
524,Paso De Carrasco,UY,-34.86,-56.05,68.0,39,0,10.29,clear sky
525,Haverfordwest,GB,51.8,-4.97,64.0,82,85,17.22,overcast clouds
526,Kasempa,ZM,-13.46,25.83,58.87,54,0,6.42,clear sky
527,Hirado,JP,33.36,129.55,78.8,88,20,6.93,few clouds
528,Inuvik,CA,68.35,-133.72,69.8,52,75,12.75,broken clouds
529,Louth,GB,53.37,0.0,59.0,87,71,9.17,broken clouds
530,Takoradi,GH,4.88,-1.76,74.23,89,11,7.87,few clouds
531,Port Hardy,CA,50.7,-127.42,57.2,87,75,3.36,broken clouds
532,Mahina,PF,-17.51,-149.49,80.6,69,40,9.17,scattered clouds
533,San Vicente,AR,-26.62,-54.13,59.56,76,0,3.06,clear sky
534,Posse,BR,-14.09,-46.37,76.73,49,52,10.09,broken clouds
535,Taraza,CO,7.58,-75.4,83.98,74,81,2.13,light rain
536,Marzuq,YE,14.4,46.47,83.53,45,85,4.72,overcast clouds
537,Aviles,ES,43.55,-5.92,66.2,77,40,2.24,scattered clouds
538,Iguape,BR,-24.71,-47.56,61.95,82,4,7.45,clear sky
539,Bintulu,MY,3.17,113.03,75.2,94,40,4.7,scattered clouds
540,Yar-Sale,RU,66.83,70.83,50.09,93,26,12.21,scattered clouds
541,Rundu,NA,-17.93,19.77,61.25,41,0,5.7,clear sky
542,Yinchuan,CN,38.47,106.27,65.98,57,0,6.78,clear sky
543,Ossora,RU,59.24,163.07,50.47,62,66,2.59,broken clouds
544,Quang Ngai,VN,15.12,108.8,76.12,84,98,5.57,overcast clouds
545,Hamilton,US,39.18,-84.53,87.01,65,90,4.7,thunderstorm
546,Itiuba,BR,-10.69,-39.85,73.92,66,44,12.1,scattered clouds
547,Pavino,RU,59.11,46.14,57.16,89,99,4.54,overcast clouds
548,Sukhobuzimskoye,RU,56.5,93.27,53.6,93,100,2.24,overcast clouds
549,Araguacu,BR,-12.93,-49.83,84.88,33,70,1.95,broken clouds
550,Mocuba,MZ,-16.84,36.99,63.59,83,82,2.19,broken clouds
551,Ambulu,ID,-8.35,113.61,71.31,87,41,2.91,scattered clouds
552,Sur,OM,22.57,59.53,80.31,75,56,10.09,broken clouds
553,Nome,US,64.5,-165.41,53.6,93,90,10.29,light rain
554,Merrill,US,45.18,-89.68,84.2,74,90,6.93,overcast clouds
555,Palmer,US,42.16,-72.33,93.2,36,75,13.87,broken clouds
556,Kemi,FI,65.86,24.82,59.0,82,0,8.05,clear sky
557,Basoko,CD,1.24,23.62,70.56,95,95,1.34,overcast clouds
558,Shakawe,BW,-18.37,21.85,61.11,49,0,4.68,clear sky
559,Ban Dung,TH,17.7,103.26,75.49,94,100,2.84,light rain
560,Palana,RU,59.12,159.97,45.25,89,100,7.4,light rain
561,La Ronge,CA,55.1,-105.28,69.8,46,75,20.8,broken clouds
562,Eirunepe,BR,-6.66,-69.87,82.02,54,2,0.89,clear sky
563,Asau,RO,46.43,26.4,64.99,89,24,3.22,few clouds
564,Broken Hill,AU,-31.95,141.43,37.4,89,40,5.82,scattered clouds
565,San Jose,US,37.34,-121.89,95.0,51,90,11.41,haze
566,Nicoya,CR,10.15,-85.45,80.6,78,75,13.87,broken clouds
567,Clyde River,CA,70.47,-68.59,43.5,83,100,5.21,overcast clouds
568,Ahuimanu,US,21.44,-157.84,87.8,62,75,12.75,broken clouds
569,Parambu,BR,-6.21,-40.69,77.9,25,7,5.55,clear sky
570,Honiara,SB,-9.43,159.95,75.2,94,90,2.24,overcast clouds
571,Nishihara,JP,26.18,127.76,82.4,88,75,29.97,light intensity shower rain
572,Fare,PF,-16.7,-151.02,77.4,76,0,19.1,clear sky
573,Burley,US,42.54,-113.79,91.4,26,1,4.7,haze
574,Yoichi,JP,43.2,140.77,64.0,100,40,4.7,scattered clouds
575,Santo Antonio Do Ica,BR,-3.1,-67.94,81.73,56,2,1.99,clear sky
576,Aleppo,SY,36.25,37.5,75.81,29,0,10.78,clear sky
577,Bowen,AU,-20.02,148.23,55.0,93,46,6.93,scattered clouds
578,Linkoping,SE,58.41,15.62,59.0,82,0,5.82,clear sky
579,Orlik,RU,52.52,99.83,40.39,71,45,1.39,scattered clouds
580,Kijang,KR,35.24,129.21,75.2,88,40,1.12,scattered clouds
581,Kibaya,TZ,-5.3,36.57,59.07,87,45,9.62,scattered clouds
582,Alghero,IT,40.56,8.32,77.0,61,0,5.82,clear sky
583,Antalaha,MG,-14.9,50.28,67.33,85,63,7.72,broken clouds
584,Lingao,CN,19.91,109.69,80.35,78,6,4.9,clear sky
585,Lalibela,ET,12.03,39.03,56.53,90,100,4.54,moderate rain
586,Aranzazu,CO,5.27,-75.49,66.49,89,63,1.97,moderate rain
587,Misratah,LY,32.38,15.09,80.22,81,17,11.16,few clouds
588,Nizwa,OM,22.93,57.53,85.08,56,100,1.72,overcast clouds
589,Abu Dhabi,AE,24.47,54.37,96.8,67,80,4.7,broken clouds
590,Sibolga,ID,1.74,98.78,75.65,78,37,2.98,scattered clouds
591,Husavik,IS,66.04,-17.34,48.2,76,66,8.05,broken clouds
592,Tairua,NZ,-37.02,175.85,61.0,70,60,11.99,broken clouds
593,Upata,VE,8.01,-62.4,78.01,90,94,5.99,light rain
594,Emerald,AU,-23.53,148.17,46.4,42,2,5.82,clear sky
595,Oksfjord,NO,70.24,22.35,57.2,100,75,9.17,light rain
596,Fukue,JP,32.69,128.84,82.02,78,0,7.85,clear sky
597,Linkou,CN,45.3,130.28,64.81,91,100,3.18,overcast clouds
598,Orel,RU,52.97,36.08,59.45,75,34,7.45,scattered clouds
599,Zheshart,RU,62.07,49.57,58.03,96,100,2.73,overcast clouds
600,Lamu,KE,-2.27,40.9,75.31,84,46,15.43,scattered clouds
601,Aksarka,RU,66.56,67.8,47.44,95,52,9.69,broken clouds
602,Asyut,EG,27.18,31.18,84.2,39,0,9.17,clear sky
603,Nacala,MZ,-14.54,40.67,69.69,83,55,7.18,broken clouds
604,Teya,RU,60.38,92.63,48.94,88,58,2.37,broken clouds
605,Arkhangelsk,RU,64.54,40.54,60.8,93,90,4.47,light intensity shower rain
606,Conceicao Do Araguaia,BR,-8.26,-49.26,85.55,35,68,4.05,broken clouds
607,Lekoni,GA,-1.58,14.26,75.78,77,100,5.82,light rain
608,Shamary,RU,57.34,58.22,48.15,93,71,2.3,broken clouds
609,Novyy Urengoy,RU,66.08,76.63,55.02,89,100,9.93,light rain
610,Kavaratti,IN,10.57,72.64,81.75,82,88,13.94,light rain
611,Bhongaon,IN,27.25,79.18,78.91,88,37,5.84,scattered clouds
612,Beian,NO,63.66,9.57,50.0,76,75,19.46,light intensity shower rain
613,Umba,RU,66.69,34.34,56.5,91,57,10.69,broken clouds
614,Mednogorsk,RU,51.41,57.59,53.04,85,1,7.2,clear sky
615,Mende,FR,44.67,3.5,47.55,94,40,5.73,scattered clouds
616,Srednekolymsk,RU,67.45,153.68,36.97,81,100,9.91,overcast clouds
617,Lasa,IT,46.62,10.7,57.2,76,5,4.7,clear sky
618,Sinnamary,GF,5.38,-52.95,82.2,76,28,10.4,scattered clouds
619,Shimoda,JP,34.67,138.95,71.01,93,68,1.01,broken clouds
620,Dhidhdhoo,MV,6.88,73.1,82.9,72,58,7.61,moderate rain
621,Maues,BR,-3.38,-57.72,87.89,39,86,2.13,overcast clouds
622,Dunedin,NZ,-45.87,170.5,48.99,96,100,5.01,light rain
623,Kuchaman,IN,27.15,74.85,78.31,86,4,8.12,clear sky
624,Quesnel,CA,53.0,-122.5,66.2,37,1,3.36,clear sky
625,Marawi,PH,8.0,124.29,75.0,92,73,5.01,broken clouds
626,Zharkent,KZ,44.16,80.0,71.33,29,83,7.96,broken clouds
627,Willowmore,ZA,-33.29,23.49,50.97,78,100,4.32,overcast clouds
628,Alice Springs,AU,-23.7,133.88,46.4,45,0,5.1,clear sky
629,Riviere-Du-Loup,CA,47.83,-69.53,65.8,68,30,11.41,scattered clouds
630,Yenagoa,NG,4.92,6.26,74.23,90,100,2.71,overcast clouds
631,Kysyl-Syr,RU,63.9,122.76,43.39,75,0,7.54,clear sky
632,Ekibastuz,KZ,51.67,75.37,58.37,83,67,3.69,broken clouds
633,Ziro,IN,27.63,93.83,56.93,100,87,1.7,light rain
634,Sergeyevka,KZ,53.88,67.42,51.6,93,55,6.04,broken clouds
635,Mandiana,GN,10.63,-8.68,73.53,90,73,4.47,moderate rain
636,Zhezkazgan,KZ,47.8,67.71,68.32,37,100,8.88,overcast clouds
637,East London,ZA,-33.02,27.91,60.82,75,4,6.58,clear sky
638,Carmelo,UY,-33.99,-58.29,62.6,59,0,11.41,clear sky
639,Tashtyp,RU,52.79,89.9,50.04,88,66,4.05,broken clouds
640,Koumac,NC,-20.57,164.28,71.51,75,74,13.58,broken clouds
641,Bilopillya,UA,51.15,34.31,60.3,59,0,7.67,clear sky
642,Bayji,IQ,34.93,43.49,80.73,25,0,6.89,clear sky
643,Robertsport,LR,6.75,-11.37,76.86,89,95,19.3,light rain
644,Roebourne,AU,-20.78,117.13,73.22,30,75,4.56,broken clouds
645,Nemuro,JP,43.32,145.57,63.97,94,7,7.18,clear sky
646,Acapulco,MX,16.86,-99.89,86.0,74,40,6.93,scattered clouds
647,Denia,ES,38.84,0.11,81.0,78,16,6.24,few clouds
648,Panaba,MX,21.28,-88.27,84.74,79,81,8.1,moderate rain
649,Leshukonskoye,RU,64.9,45.76,57.87,94,100,9.37,light rain
650,Trelew,AR,-43.25,-65.31,60.93,32,88,4.83,overcast clouds
651,Gananoque,CA,44.33,-76.17,82.0,74,20,5.99,moderate rain
652,Galesong,ID,-5.32,119.37,71.6,56,20,8.05,few clouds
653,Cape Canaveral,US,28.41,-80.6,89.6,75,1,12.75,clear sky
654,Camalu,MX,30.85,-116.07,82.0,48,0,11.99,clear sky
655,Griffith,US,41.53,-87.42,89.01,48,40,12.75,scattered clouds
656,Astana,KZ,51.18,71.45,50.0,93,14,4.47,few clouds
657,Tromso,NO,69.65,18.96,51.8,87,90,19.46,light rain
658,Lokosovo,RU,61.13,74.82,47.01,97,96,2.77,overcast clouds
659,Ola,RU,59.58,151.28,47.91,53,1,10.07,clear sky
660,Qeshm,IR,26.96,56.27,89.6,75,20,6.93,haze
661,Rovaniemi,FI,66.5,25.72,57.2,93,29,9.17,scattered clouds
662,Tiruppuvanam,IN,9.83,78.27,81.16,79,32,5.57,light rain
663,Mogadishu,SO,2.04,45.34,76.21,80,95,15.14,overcast clouds
664,Guia De Isora,ES,28.21,-16.78,78.01,78,0,3.36,clear sky
665,Namibe,AO,-15.2,12.15,67.33,84,87,1.21,overcast clouds
666,Careiro Da Varzea,BR,-3.2,-59.81,84.2,62,40,8.05,scattered clouds
667,Mlimba,TZ,-8.8,35.82,73.38,55,44,6.02,scattered clouds
668,Durazno,UY,-33.41,-56.5,54.75,86,0,9.66,clear sky
669,San Policarpo,PH,12.18,125.51,79.81,80,15,6.67,few clouds
670,Dakoro,NE,14.51,6.76,85.8,55,68,10.42,broken clouds
671,Kattivakkam,IN,13.22,80.32,84.2,79,75,11.41,broken clouds
672,Puerto Leguizamo,CO,-0.19,-74.78,82.8,60,59,4.0,broken clouds
673,Kozhva,RU,65.11,57.05,46.78,82,0,3.91,clear sky
674,Vao,NC,-22.67,167.48,70.3,78,98,12.03,overcast clouds
675,Qaqortoq,GL,60.72,-46.03,55.4,62,0,10.29,clear sky
676,Korem,ET,12.51,39.52,56.3,96,100,6.53,heavy intensity rain
677,Puro,PH,12.48,123.38,81.25,79,100,5.86,overcast clouds
678,Xining,CN,36.62,101.77,52.18,80,18,2.28,few clouds
679,Thai Binh,VN,20.45,106.33,84.2,89,20,4.7,few clouds
680,Maymyo,MM,22.03,96.47,66.27,100,100,1.86,overcast clouds
681,Sambava,MG,-14.27,50.17,69.44,84,84,11.65,light rain
682,Matamoros,MX,25.53,-103.25,91.4,21,75,11.41,broken clouds
683,Kenai,US,60.55,-151.26,62.6,77,90,19.46,overcast clouds
684,San Carlos De Bariloche,AR,-41.15,-71.31,46.4,61,75,20.8,broken clouds
685,Adet,ET,11.26,37.49,58.5,88,87,0.83,moderate rain
686,Big Bend,SZ,-26.82,31.93,57.2,87,0,5.82,clear sky
687,Sabalgarh,IN,26.25,77.4,77.2,92,64,6.4,light rain
688,Karpogory,RU,64.0,44.45,58.21,93,100,6.15,overcast clouds
689,Kiunga,PG,-6.12,141.29,71.42,95,95,4.12,overcast clouds
690,Tambilil,PH,5.96,124.67,78.53,73,69,3.87,broken clouds
691,Paralia,GR,38.2,21.7,77.0,78,0,1.39,clear sky
692,Takhtamygda,RU,54.1,123.57,51.6,94,100,5.84,moderate rain
693,Brae,GB,60.4,-1.35,50.0,76,82,8.05,light rain
694,Seoni,IN,22.08,79.53,70.9,95,41,5.73,scattered clouds
695,Kindia,GN,10.06,-12.87,71.89,95,100,1.1,light rain
696,San Cristobal,VE,7.77,-72.22,89.6,46,40,19.46,scattered clouds
697,Kaspiyskiy,RU,45.39,47.37,67.24,44,18,10.16,few clouds
698,Tarakan,ID,3.3,117.63,78.1,88,5,8.41,moderate rain
699,Jablanica,BA,43.66,17.76,77.0,69,1,3.36,clear sky
700,Mabaruma,GY,8.2,-59.78,79.57,81,51,3.33,light rain
701,Vestmanna,FO,62.16,-7.17,44.6,87,49,4.7,scattered clouds
702,Gushikawa,JP,26.35,127.87,82.4,88,75,18.34,heavy intensity rain
703,Barisal,BD,22.7,90.37,79.09,92,26,3.6,scattered clouds
704,Juneau,US,58.3,-134.42,57.99,87,90,6.93,light rain
705,Ciupercenii Noi,RO,43.91,22.95,69.01,89,0,7.45,clear sky
706,Narrabri,AU,-30.32,149.78,39.99,86,0,5.82,clear sky
707,Tari,NG,12.41,4.49,79.09,77,98,7.07,light rain
708,Ukiah,US,39.15,-123.21,98.01,19,1,10.29,haze
709,Chapada Dos Guimaraes,BR,-15.46,-55.75,89.6,27,11,4.7,smoke
710,Punta Alta,AR,-38.88,-62.07,59.41,51,2,13.02,clear sky
711,Karlshamn,SE,56.17,14.86,59.0,100,0,3.36,clear sky
712,Uvira,CD,-3.41,29.15,74.66,54,35,0.45,scattered clouds
713,Luanda,AO,-8.84,13.23,69.8,88,75,3.36,broken clouds
714,Vostok,RU,46.49,135.88,54.01,85,99,3.47,overcast clouds
715,General Roca,AR,-39.03,-67.58,69.8,26,0,11.41,clear sky
716,Tuy Hoa,VN,13.08,109.3,77.94,81,99,8.43,overcast clouds
717,Burgeo,CA,47.62,-57.62,62.87,80,5,16.04,clear sky
718,Itabaiana,BR,-10.69,-37.43,78.8,69,40,6.93,scattered clouds
719,Bella Union,UY,-30.28,-57.6,58.89,77,0,9.75,clear sky
720,Chissamba,AO,-12.17,17.33,65.3,38,41,2.66,scattered clouds
721,Emborion,GR,40.48,21.55,69.8,60,0,4.7,clear sky
722,Warmbad,NA,-28.45,18.73,62.82,28,2,4.16,clear sky
